Key,Value
T_MENU_ACTIONS_SLIDER_PLUS,More
T_MENU_ACTIONS_SORTING,Sorting
T_MENU_ACTIONS_SWITCH,Switch
T_MENU_ACTIONS_SWITCH_CASTLE,Switch castle
T_MENU_ACTIONS_TABS,Cycle tabs
T_MENU_ACTIONS_TAX_SLIDER,Set up taxes
T_MENU_ACTIONS_TRADE,Trade
T_MENU_ACTIONS_TRASH,Dispose of resources
T_MENU_ACTIONS_ZOOMIN,Zoom +
T_MENU_ACTIONS_ZOOMOUT,Zoom -
T_MENU_CONTINUE,Continue
T_MENU_CREDITS,Credits
T_MENU_GALLERY,Gallery
T_MENU_GALLERY_NOPICS,There are no screenshots in your gallery!
T_MENU_INFO,Info
T_MENU_LOADING,"Loading, please wait..."
T_MENU_OPTIONS,Options
T_MENU_START,New game
T_MINE_GEOLOGIST,Geologist
T_MODIFIER_TITLE_TAX_INCREASE,More tax income
T_MOD_BUILDING_ANIMALS,Wild animals on the map
T_MOD_BUILDING_BARRACKS,Amount of provisions buildings
T_MOD_BUILDING_BARRACKS_OLD,Amount of barracks in town
T_MOD_BUILDING_BRIDGES,Bridges
T_MOD_BUILDING_BUILDING_OCCUPANCY,Available room in the building
T_MOD_BUILDING_BURNING_BUILDINGS,Burning buildings in town
T_MOD_BUILDING_CAPACITY,Capacity
T_MOD_BUILDING_DECAYCOSTS,Repair costs
T_MOD_BUILDING_DEFENSE,"Soldier defense power: based on consumption of armor, sausages and brew"
T_MOD_BUILDING_DEPOSIT,Resource deposit {DEPOSIT}
T_MOD_BUILDING_DISTRIBUTION,Distributed: {RESOURCES}
T_MOD_BUILDING_DISTRIBUTION_CLOTHES_JEWELS,Clothes and jewelry
T_MOD_BUILDING_DISTRIBUTION_JUICE_BREW,Juice and brew
T_MOD_BUILDING_DISTRIBUTION_SOLDIER_GOODS,Military equipment
T_MOD_BUILDING_FAIRGROUND_HAPPINESS_BONUS_DESC,"If a festival is in progress, the happiness in town is temporarily raised."
T_MOD_BUILDING_FAIRGROUND_HAPPINESS_BONUS_TITLE,Happiness bonus
T_MOD_BUILDING_FAMILIES,Townie families in this building
T_MOD_BUILDING_FEATURE,Allows {FEATURE}
T_MOD_BUILDING_FEATURE_COLLECTALL,Collect all taxes
T_MOD_BUILDING_FEATURE_CUREALL,Cure town
T_MOD_BUILDING_FEATURE_EXTINGUISHALL,Extinguish all fires
T_MOD_BUILDING_FEATURE_GEOLOGIST,Geologist
T_MOD_BUILDING_FEATURE_MERCHANT,Merchant
T_MOD_BUILDING_FEATURE_REFILLMINE,Refill deposit
T_MOD_BUILDING_FEATURE_REPAIRALL,Repair all
T_MOD_BUILDING_FIRETOWERS,Fire stations in the village
T_MOD_BUILDING_FIRETOWERS_OLD,Firewatch towers in town
T_MOD_BUILDING_GLOBALSTOCK,Global stock
T_MOD_BUILDING_GUARDTOWERS,Defense buildings in town
T_MOD_BUILDING_GUARDTOWERS_OLD,Guard towers in town
T_MOD_BUILDING_ILL_TOWNIES,Ill Townies
T_MOD_BUILDING_KNOCKED_OUT,Inactive soldiers
T_MOD_BUILDING_MERCHANT_RETURNS,Merchant returns in: {TIME}
T_MOD_BUILDING_OFFENSE,"Soldier attack power: based on consumption of weapons, sausages and brew"
T_MOD_BUILDING_PROCESSES,Processed:
T_MOD_BUILDING_PRODUCTION,Produces {RESOURCE}
T_MOD_BUILDING_PRODUCTION_MONEY,Income
T_MOD_BUILDING_RANGE,Coverage of the town
T_MOD_BUILDING_RANGE_BUILDING_BARRACKS,Provisions range
T_MOD_BUILDING_RANGE_BUILDING_BARRACKS_INFO,Provision buildings have {CHANGE} more range.
T_MOD_BUILDING_RANGE_BUILDING_BARRACKS_INFO_OLD,The barracks has {CHANGE} more range.
T_MOD_BUILDING_RANGE_BUILDING_BARRACKS_OLD,Barracks range
T_MOD_BUILDING_RANGE_BUILDING_BARRACKS_TITLE,Increased provisions range 
T_MOD_BUILDING_RANGE_BUILDING_BARRACKS_TITLE_OLD,Increased barracks range 
T_MOD_BUILDING_RANGE_BUILDING_BARRACKS_TITLE_OLD_02,Increased barracks range {LEVEL}
T_MOD_BUILDING_RANGE_BUILDING_FIREWATCH,Firefighter range
T_MOD_BUILDING_RANGE_BUILDING_FIREWATCH_INFO,Increases the range in which firefighters respond to smoldering and burning buildings by {CHANGE}.
T_MOD_BUILDING_RANGE_BUILDING_FIREWATCH_INFO_OLD,Increases the range in which the fire lookout tower responds to smoldering and burning building by {CHANGE}.
T_MOD_BUILDING_RANGE_BUILDING_FIREWATCH_OLD,Firewatch tower range
T_MOD_BUILDING_RANGE_BUILDING_FIREWATCH_TITLE,Increased firefighter range 
T_MOD_BUILDING_RANGE_BUILDING_FIREWATCH_TITLE_OLD,Increased fire lookout tower range 
T_MOD_BUILDING_RANGE_BUILDING_FIREWATCH_TITLE_OLD_02,Increased fire lookout tower range {LEVEL}
T_MOD_BUILDING_RANGE_BUILDING_WATCHTOWER,Defense range
T_MOD_BUILDING_RANGE_BUILDING_WATCHTOWER_INFO,Increases the sphere of action around each defense buildings by {CHANGE}.
T_MOD_BUILDING_RANGE_BUILDING_WATCHTOWER_INFO_OLD,Increases the sphere of action around each guard tower by {CHANGE}.
T_MOD_BUILDING_RANGE_BUILDING_WATCHTOWER_OLD,Guard tower range 
T_MOD_BUILDING_RANGE_BUILDING_WATCHTOWER_TITLE,Increased soldier range 
T_MOD_BUILDING_RANGE_BUILDING_WATCHTOWER_TITLE_OLD,Increased guard tower range 
T_MOD_BUILDING_RANGE_BUILDING_WATCHTOWER_TITLE_OLD_02,Increased guard tower range {LEVEL}
T_MOD_BUILDING_STOCK,Building stock
T_MOD_BUILDING_TAXBONUS,Bonus the tax collector gives upon collecting taxes.
T_MOD_BUILDING_TAXYEAR,Taxes due in: {TIME}
T_MOD_BUILDING_TOWERS_SUPPLIED,Provisions coverage
T_MOD_BUILDING_TOWERS_SUPPLIED_OLD,Barracks coverage
T_MOD_BUILDING_TOWER_MANPOWER,Guard tower: crew
T_MOD_BUILDING_UNLOCKS_FEATURE,Unlocks: {FEATURE}
T_MOD_BUILDING_WALKINGSPEED,Speed
T_MOD_BUILDING_WAREHOUSE,Storage capacity
T_MOD_BUILDING_WISH_SATISFY,Satisfaction of desires
T_MOD_BUILDING_WORKERS,Worker slots
T_MOD_CONSTRUCTION_COSTS_TRADEGOODS,Construction costs
T_MOD_CONSTRUCTION_COSTS_TRADEGOODS_INFO,Building construction costs are permanently lowered by {CHANGE_NEGATIVE}.
T_MOD_CONSTRUCTION_COSTS_TRADEGOODS_TITLE,Decreased construction costs 
T_MOD_CONSTRUCTION_COSTS_TRADEGOODS_TITLE_OLD,Decreased construction costs {LEVEL}
T_MOD_DECAY,Building decay
T_MOD_DECAYINFO,Building decay rate of all buildings is decreased by {CHANGE}.
T_MOD_EVENT_BANDIT_COOLDOWN,Cooldown between bandit attacks
T_MOD_EVENT_BANDIT_COOLDOWN_INFO,Increases the time between bandit raids by {CHANGE}.
T_MOD_EVENT_BANDIT_COOLDOWN_NEW,Cooldown after bandit attacks
T_MOD_EVENT_BANDIT_COOLDOWN_TITLE,Cooldown between bandit attacks 
T_MOD_EVENT_BANDIT_COOLDOWN_TITLE_OLD,Cooldown between bandit attacks {LEVEL}
T_MOD_EVENT_BANDIT_COOLDOWN_TITLE_OLD2,Increased cool down time between bandit raids {LEVEL}
T_MOD_EVENT_BANDIT_RAID_TIME,Bandit raiding time
T_MOD_EVENT_BANDIT_RAID_TIME_INFO,Bandits need {CHANGE} more time to successfully rob a building or start a fire.
T_MOD_EVENT_BANDIT_RAID_TIME_TITLE,Increased building protection 
T_MOD_EVENT_BANDIT_RAID_TIME_TITLE_OLD,Increased building protection {LEVEL}
T_MOD_EVENT_BANDIT_SMOULDER_CHANCE,Protection against arson
T_MOD_EVENT_BANDIT_SMOULDER_CHANCE_INFO,Buildings set afire by bandits have a chance of {CHANGE} to only smolder instead of burning.
T_MOD_EVENT_BANDIT_SMOULDER_CHANCE_TITLE,Fire protection 
T_MOD_EVENT_BANDIT_SMOULDER_CHANCE_TITLE_OLD,Fire protection {LEVEL}
T_MOD_EVENT_FIRE_CHANCE,Risk of fire
T_MOD_EVENT_FIRE_CHANCE_INFO,The risk of a fire is permanently decreased by {CHANGE_NEGATIVE}.
T_MOD_EVENT_FIRE_CHANCE_TITLE,Reduced fire risk 
T_MOD_EVENT_FIRE_CHANCE_TITLE_OLD,Reduced fire risk {LEVEL}
T_MOD_FIRE_WATER_EFFECT,Effort to extinguish flames
T_MOD_GEOLOGIST,Geologist
T_MOD_GEOLOGIST_INFO,You can now assign a geologist to your mines. He will gradually refill the ore deposit.
T_MOD_GEOLOGIST_TITLE,Geologist
T_MOD_GEOLOGIST_TITLE_OLD,Unlock geologist
T_MOD_GROUP_GROWABLES_RESOURCES,Farming resources
T_MOD_GUARDS_CHARGE_SPEED,Soldiers: running speed
T_MOD_GUARDS_CHARGE_SPEED_INFO,Increases the speed of soldiers on pursuit by {CHANGE}.
T_MOD_GUARDS_CHARGE_SPEED_TITLE,Soldiers sprint training 
T_MOD_GUARDS_CHARGE_SPEED_TITLE_OLD,Soldiers: sprint training {LEVEL}
T_MOD_GUARDS_CONSUMPTION_RATE,Soldiers: resource consumption
T_MOD_GUARDS_CONSUMPTION_RATE_INFO,Soldiers consume {CHANGE_NEGATIVE} less brew and sausages.
T_MOD_GUARDS_CONSUMPTION_RATE_TITLE,On halved rations 
T_MOD_GUARDS_CONSUMPTION_RATE_TITLE_OLD,Smaller rations {LEVEL}
T_MOD_GUARDS_RECOVERY_TIME,Soldiers: Faster healing
T_MOD_GUARDS_RECOVERY_TIME_INFO,Decreases the time soldiers need to regenerate by {CHANGE}.
T_MOD_GUARDS_RECOVERY_TIME_TITLE,Improved bandages 
T_MOD_GUARDS_RECOVERY_TIME_TITLE_OLD,Improved bandages {LEVEL}
T_MOD_MAP_MODIFIER_ANIMALSDIE_TOOLTIP,Sometimes an illness or other influence is carrying off all the animals. Then hunters cannot find any prey.
T_MOD_MAP_MODIFIER_ANIMALS_DIE,Wild animal illness: no prey for hunters
T_MOD_MAP_MODIFIER_BANDITCOOLDOWN_TOOLTIP,"After most bandit attacks, the town is safe for some time. "
T_MOD_MAP_MODIFIER_BANDITSENABLED_TOOLTIP,"On this map it is possible, that bandits will attack the village. "
T_MOD_MAP_MODIFIER_BANDITS_1,Bandits are in the area!
T_MOD_MAP_MODIFIER_BANDIT_CHANCE,Danger of bandits
T_MOD_MAP_MODIFIER_BUILDINGRANGE_TOOLTIP,Some buildings have a range in which they operate. The range of fire towers for instance can be changed by external influences.
T_MOD_MAP_MODIFIER_BUILDING_NEED,{BUILDINGNAME} need
T_MOD_MAP_MODIFIER_BUILDING_SATISFACTION,{BUILDINGNAME} satisfaction
T_MOD_MAP_MODIFIER_CHARGESPEED_TOOLTIP,Shows how external circumstances are influencing the charging speed of the soldiers.
T_MOD_MAP_MODIFIER_CLOTHESCONSUMPTION_TOOLTIP,"Townies consume clothes periodically. Is the value higher, they will need clothes more often."
T_MOD_MAP_MODIFIER_DECAY_TOOLTIP,Buildings decay when they are not maintained. This value shows the current change in speed of the decay.
T_MOD_MAP_MODIFIER_DECOCONSUMPTION_TOOLTIP,Townies like to visit decoration objects when they are not working.
T_MOD_MAP_MODIFIER_DRAUGHT_TOOLTIP,"While a drought is lasting, fields do not regrow."
T_MOD_MAP_MODIFIER_DROUGHT,Drought
T_MOD_MAP_MODIFIER_EFFORT,Townie effort
T_MOD_MAP_MODIFIER_EFFORT_TOOLTIP,"When Townies have recovered from working, they go back to their workplace. This shows how long they can work before getting tired again."
T_MOD_MAP_MODIFIER_ENTERTAINMENTCONSUMPTION_TOOLTIP,The villagers like to visit an entertainment building in their free time.
T_MOD_MAP_MODIFIER_FIELDS_DIE,Mildew: {FIELDTYPE} wither
T_MOD_MAP_MODIFIER_FIRECHANCE,Fire risk
T_MOD_MAP_MODIFIER_FIRECHANCE_NEW,Fire chance
T_MOD_MAP_MODIFIER_FIRECHANCE_TOOLTIP,"With an increasing population, the risk of a random fire outbreak increases as well."
T_MOD_MAP_MODIFIER_FIRECOOLDOWN_NEW,Cooldown after fires
T_MOD_MAP_MODIFIER_FIRECOOLDOWN_NEW_TOOLTIP,"After each outbreak of a fire, the town is safe for some time. This value determines the length of this time."
T_MOD_MAP_MODIFIER_FOODCONSUMPTION_TOOLTIP,The villagers consume food in regular intervals.
T_MOD_MAP_MODIFIER_GENERIC_BUILDING_PRODUCTIVITY_TOOLTIP,The productivity of a building can be influenced by external circumstances like weather. This means the output or production speed might be changed.
T_MOD_MAP_MODIFIER_GOODS_SATISFACTION,{RESSOURCE} consumption
T_MOD_MAP_MODIFIER_GROUP_MAP_PROPERTIES_TOOLTIP,Map properties are mostly special circumstances that are constantly present on this map. This can be a longer winter or a presence of bandits on the map.
T_MOD_MAP_MODIFIER_GROUP_QUEST_PROPERTIES_TOOLTIP,"Temporary influences can vary depending on map or quests and have various effects on the town. This can be, for example, an increased wish for religion or the merchant might be unavailable on short notice."
T_MOD_MAP_MODIFIER_GROUP_WEATHER_TOOLTIP,"Weather can have various influences on the town. After a rain period, for example, fields are more productive for a short time."
T_MOD_MAP_MODIFIER_GUARDCONSUMPTION_TOOLTIP,Soldiers consume provisions in certain intervals. Provisions increase the combat values of soldiers.
T_MOD_MAP_MODIFIER_HAPPINESS,General happiness
T_MOD_MAP_MODIFIER_HAPPINESS_TOOLTIP,Shows how much the total happiness in town is influenced at the moment.
T_MOD_MAP_MODIFIER_HOMECONSUMPTION_TOOLTIP,Shows how often Townies feel the need to visit their home in their free time.
T_MOD_MAP_MODIFIER_IDLECONSUMPTION_TOOLTIP,"Sometimes, the villagers try to do nothing in their free time. Then they aimlessly walk around."
T_MOD_MAP_MODIFIER_JEWELSCONSUMPTION_TOOLTIP,"Townies consume jewelry periodically. Is the value higher, they will need them more often."
T_MOD_MAP_MODIFIER_MARKETCONSUMPTION_TOOLTIP,Townies like barter at the market. They try to visit a marketplace from time to time to buy clothes or jewelry.
T_MOD_MAP_MODIFIER_MERCHANT,Merchant not available!
T_MOD_MAP_MODIFIER_MERCHANTSTATE_TOOLTIP,"In some cases, the merchant won't be able to reach the village. External influences can deactivate the merchant temporarily."
T_MOD_MAP_MODIFIER_MERCHANT_BUYPRICES,Buying prices {RESOURCE}
T_MOD_MAP_MODIFIER_MERCHANT_BUYPRICES_OLD,Buying prices increased {RESOURCE}
T_MOD_MAP_MODIFIER_MERCHANT_BUYPRICES_TOOLTIP,Changed trade prices while buying
T_MOD_MAP_MODIFIER_MERCHANT_BUYPRICE_TOOLTIP,The buying prices of goods at the market can sometimes be changed by external influences.
T_MOD_MAP_MODIFIER_MERCHANT_RESOURCE_UNAVAILABLE,{RESOURCE} not available at the merchant
T_MOD_MAP_MODIFIER_MERCHANT_SELLPRICES,Sell prices {RESOURCE}
T_MOD_MAP_MODIFIER_MERCHANT_SELLPRICES_OLD,Sell prices increased {RESOURCE}
T_MOD_MAP_MODIFIER_MERCHANT_SELLPRICES_TOOLTIP,Changed trade prices while selling
T_MOD_MAP_MODIFIER_MERCHANT_SELLPRICE_TOOLTIP,The selling prices of goods at the market can sometimes be changed by external influences.
T_MOD_MAP_MODIFIER_PLAGUECHANCE_DEPRECATED,Plague danger
T_MOD_MAP_MODIFIER_PLAGUECHANCE_NEW,Plague chance
T_MOD_MAP_MODIFIER_PLAGUECHANCE_TOOLTIP,"With an increasing population, the risk of a disease outbreak increases as well."
T_MOD_MAP_MODIFIER_PLAGUECOOLDOWN,Plague frequency
T_MOD_MAP_MODIFIER_PLAGUECOOLDOWN_NEW,Cooldown after plague outbreaks
T_MOD_MAP_MODIFIER_PLAGUECOOLDOWN_NEW_TOOLTIP,"After each outbreak of the plague, the town is safe for some time. This value determines the length of this time."
T_MOD_MAP_MODIFIER_PRODUCTIVITY,{BUILDING} Productivity
T_MOD_MAP_MODIFIER_PUBLIC_CAPACITY_TOOLTIP,Public buildings only have room for a certain amount of Townies. External influences can change this value.
T_MOD_MAP_MODIFIER_RECOVERY_TOOLTIP,Soldiers need some time to recover after a lost fight. Here is shown how other influences change this recovery time.
T_MOD_MAP_MODIFIER_RELIGIONCONSUMPTION_TOOLTIP,The villagers try to visit a religious building in their free time. 
T_MOD_MAP_MODIFIER_RESOURCE_CONSUMPTION,{RESSOURCE} consumption
T_MOD_MAP_MODIFIER_REST,Townie resting
T_MOD_MAP_MODIFIER_REST_TOOLTIP,"When Townies are tired from working, they try to rest. Here you can see how often they do this to recover."
T_MOD_MAP_MODIFIER_SEASON,{SEASON}
T_MOD_MAP_MODIFIER_SEASON_GROUP_TOOLTIP,"The seasons have a big influence on the town. Depending on the season itself, this can manifest in different things."
T_MOD_MAP_MODIFIER_STRIKECHANCE_TOOLTIP,"Depending on their current happiness, Townies can protest and stop working for a limited amount of time. This value shows how much this is influenced currently."
T_MOD_MAP_MODIFIER_TAVERNCONSUMPTION_TOOLTIP,"Townies like to visit a community building in their free time sometimes. They are even happier, when there are drinks available."
T_MOD_MAP_MODIFIER_TAVERNCONSUMPTION_TOOLTIP_OLD,"Townies like to visit a tavern in their free time sometimes. They are even happier, when there are drinks available."
T_MOD_MAP_MODIFIER_TAXES_TOOLTIP,Shows how much the tax income in town is changed at the moment.
T_MOD_MAP_MODIFIER_TRANSPORTER_CAPACITY_TOOLTIP,Carrier townies can only transport a certain amount of goods. This amount can be changed by other influences.
T_MOD_MAP_MODIFIER_WALKINGSPEED_TOOLTIP,Shows how external circumstances are influencing the walking speed of the villagers.
T_MOD_MAP_MODIFIER_WATERCONSUMPTION_TOOLTIP,The villagers consume water in regular intervals.
T_MOD_MAP_MODIFIER_WATER_EFFECT_TOOLTIP,"The efficiency of one bucket of water of a firefighter. The higher the value, the quicker a fire can be extinguished."
T_MOD_MERCHANT_AFFECTS_RESOURCE_GROUP_TOOLTIP,Affects following resources:
T_MOD_MERCHANT_BUYPRICE_RESOURCE,Buy prices for {RESOURCE}
T_MOD_MERCHANT_BUYPRICE_RESOURCE_GROUP,Buy prices for {RESOURCE_GROUP}
T_MOD_MERCHANT_BUY_TRADEGOODS,Merchant selling prices
T_MOD_MERCHANT_BUY_TRADEGOODS_MODIFIED,Modified buying prices for this resource.
T_MOD_MERCHANT_BUY_TRADEGOODS_RESEARCH,Decreased buying prices (research)
T_MOD_MERCHANT_BUY_TRADEGOODS_RESEARCH_INFO,The traveling merchant now sells his goods {CHANGE_NEGATIVE} cheaper.
T_MOD_MERCHANT_BUY_TRADEGOODS_TITLE,Lower merchant selling prices 
T_MOD_MERCHANT_BUY_TRADEGOODS_TITLE_OLD,Lower merchant selling prices {LEVEL}
T_MOD_MERCHANT_BUY_VOLUME,Merchant trade volume
T_MOD_MERCHANT_BUY_VOLUME_INFO,The amount of goods the merchant will buy or sell is increased by {CHANGE}.
T_MOD_MERCHANT_BUY_VOLUME_TITLE,Increased merchant trade volume 
T_MOD_MERCHANT_BUY_VOLUME_TITLE_OLD,Increased merchant trade volume {LEVEL}
T_MOD_MERCHANT_SELLPRICE_RESOURCE,Sell prices for {RESOURCE}
T_MOD_MERCHANT_SELLPRICE_RESOURCE_GROUP,Sell prices for {RESOURCE_GROUP}
T_MOD_MERCHANT_SELL_TRADEGOODS,Merchant buying prices
T_MOD_MERCHANT_SELL_TRADEGOODS_MODIFIED,Modified selling prices for this resource.
T_MOD_MERCHANT_SELL_TRADEGOODS_RESEARCH,Increased selling prices (research)
T_MOD_MERCHANT_SELL_TRADEGOODS_RESEARCH_INFO,The traveling merchant now pays {CHANGE} more for goods.
T_MOD_MERCHANT_SELL_TRADEGOODS_TITLE,Higher merchant buying prices 
T_MOD_MERCHANT_SELL_TRADEGOODS_TITLE_OLD,Higher merchant buying prices {LEVEL}
T_MOD_MINE_CAPACITY,Ore deposits
T_MOD_MINE_CAPACITY_INFO,Increases the yield of ore deposits on the map by {CHANGE}.
T_MOD_MINE_CAPACITY_TITLE,Larger ore deposits 
T_MOD_MINE_CAPACITY_TITLE_OLD,Larger ore deposits {LEVEL}
T_MOD_PRODUCTION_SPEED_ALL,Production speed
T_MOD_PRODUCTION_SPEED_ALL_INFO,The production speed of all buildings is increased by {CHANGE}.
T_MOD_PRODUCTION_SPEED_ALL_TITLE,Faster production 
T_MOD_PRODUCTION_SPEED_ALL_TITLE_OLD,Faster production {LEVEL}
T_MOD_PUBLIC_BUILDINGS_CAPACITY,Public building capacity
T_MOD_PUBLIC_BUILDINGS_CAPACITY_INFO,"Needs buildings, like the church, now accommodate {CHANGE} more Townies. This can increase building specific happiness. "
T_MOD_PUBLIC_BUILDINGS_CAPACITY_INFO_DEPRECTATED,Public buildings accommodate {CHANGE} more Townies. This can increase building specific happiness. 
T_MOD_PUBLIC_BUILDINGS_CAPACITY_TITLE,Large capacity for need buildings
T_MOD_PUBLIC_BUILDINGS_CAPACITY_TITLE_DEPRECTATED,Better public buildings {LEVEL}
T_MOD_PUBLIC_BUILDINGS_CAPACITY_TITLE_OLD,Improved needs buildings {LEVEL}
T_MOD_QUEST_REWARDS_TRADEGOODS,Quest rewards
T_MOD_QUEST_REWARDS_TRADEGOODS_INFO,Increases the resource rewards for completing quests by {CHANGE}.
T_MOD_QUEST_REWARDS_TRADEGOODS_TITLE,Higher quest rewards 
T_MOD_QUEST_REWARDS_TRADEGOODS_TITLE_OLD,Higher quest rewards {LEVEL}
T_MOD_REPAIR_COSTS_TRADEGOODS,Repair costs
T_MOD_REPAIR_COSTS_TRADEGOODS_INFO,Building repair costs have been permanently lowered by {CHANGE_NEGATIVE}.
T_MOD_REPAIR_COSTS_TRADEGOODS_TITLE,Decreased repair costs 
T_MOD_REPAIR_COSTS_TRADEGOODS_TITLE_OLD,Decreased repair costs {LEVEL}
T_MOD_STRIKE_CHANCE,Chance of strike
T_MOD_STRIKE_CHANCE_INFO,The chance of unhappy Townies striking is decreased{CHANGE_NEGATIVE}.
T_MOD_STRIKE_CHANCE_TITLE,Lower risk of Townie strikes
T_MOD_STRIKE_CHANCE_TITLE_OLD,Townie strike chance {LEVEL}
T_MOD_TAXES,Tax income
T_MOD_TAXES_INFO,Tax income from all townhouses is permanently increased by {CHANGE}.
T_MOD_TAXES_TITLE,More tax income 
T_MOD_TAXES_TITLE_OLD,More tax income {LEVEL}
T_MOD_TOWNHOUSE_FAMILIES,Townhouse capacity
T_MOD_TOWNHOUSE_FAMILIES_INFO,All townhouses can house one more family. 
T_MOD_TOWNHOUSE_FAMILIES_TITLE,More families per townhouse 
T_MOD_TOWNHOUSE_FAMILIES_TITLE_OLD,More families per townhouse {LEVEL}
T_MOD_TRANSPORTER_CAPACITY,Transport capacity
T_MOD_TRANSPORTER_CAPACITY_INFO,Transport capacity of carrier Townies is permanently increased by {CHANGE}. This speeds up resource transfer between buildings substantially.
T_MOD_TRANSPORTER_CAPACITY_TITLE,Townies can carry more 
T_MOD_TRANSPORTER_CAPACITY_TITLE_OLD,Townies can carry more {LEVEL}
T_MOD_UNLOCK_UPGRADE2_ADVANCED_DEPRECATED,"Advanced buildings can now be upgraded to level 2. Upgraded buildings have more worker slots, increased production speed and more storage space. However, repairing the upgraded building costs significantly more resources and gold."
T_MOD_UNLOCK_UPGRADE2_DEPRECATED,"Basic buildings can now be upgraded to level 2. Upgraded buildings have more worker slots, increased production speed and more storage space. However, repairing the upgraded building costs significantly more resources and gold."
T_MOD_UNLOCK_UPGRADE2_PUBLIC_DEPRECTAED,"Public buildings can now be upgraded to level 2. Upgraded buildings have more worker slots, increased production speed and more storage space. However, repairing the upgraded building costs significantly more resources and gold."
T_MOD_UNLOCK_UPGRADE3_ADVANCED_DEPRECATED,"Advanced buildings can now be upgraded to level 3. Upgraded buildings have more worker slots, increased production speed and more storage space. However, repairing the upgraded building costs significantly more resources and gold."
T_MOD_UNLOCK_UPGRADE3_DEPRECATED,"Basic buildings can now be upgraded to level 3. Upgraded buildings have more worker slots, increased production speed and more storage space. However, repairing the upgraded building costs significantly more resources and gold."
T_MOD_UNLOCK_UPGRADE3_PUBLIC_DEPRECTAED,"Public buildings can now be upgraded to level 3. Upgraded buildings have more worker slots, increased production speed and more storage space. However, repairing the upgraded building costs significantly more resources and gold."
T_MOD_UNLOCK_UPGRADE_DESC,"Unlocks building upgrades. The benefits are more worker slots, increased durability and more storage space. However, repair costs are increased."
T_MOD_UNLOCK_UPGRADE_DESC_OLD,"Unlocks building upgrades for {BUILDING_CATEGORY} to level {BUILDING_LVL}. Upgraded buildings have more worker slots, increased productivity, durability and more storage space. However, repair costs are increased."
T_MOD_UNLOCK_UPGRADE_TITLE,{BUILDING_CATEGORY} level {BUILDING_LVL}
T_MOD_WALKING_SPEED,Movement speed
T_MOD_WALKING_SPEED_INFO,All Townies can move {CHANGE} faster.
T_MOD_WALKING_SPEED_TITLE,Townies move faster 
T_MOD_WALKING_SPEED_TITLE_OLD,Townies move faster {LEVEL}
T_MOD_WAREHOUSE_CAPACITY,Warehouse storage capacity
T_MOD_WAREHOUSE_CAPACITY_INFO,Storage capacity of all warehouses increases by {CHANGE} .
T_MOD_WAREHOUSE_CAPACITY_TITLE,More warehouse storage capacity 
T_MOD_WAREHOUSE_CAPACITY_TITLE_OLD,More warehouse storage capacity {LEVEL}
T_MORE_GAMES,MORE GAMES
T_MORE_GAMES_ASCII,MORE GAMES
T_NEWSPAGE_FAILED,The website couldn't be loaded!
T_NEXT_BUTTON,Next
T_NOTIFICATION_BUILDING_CAPACITY,Building overcrowded!
T_NOTIFICATION_BUILDING_CAPACITY_LONG,Building overcrowded! Desire cannot be fulfilled.
T_NOTIFICATION_BUILDING_COLLAPSED,Building destroyed!
T_NOTIFICATION_BUILDING_DECAY,Building in urgent need of repair!
T_NOTIFICATION_BUILDING_DOWN,Building is unusable until repaired!
T_NOTIFICATION_BUILDING_FIRE,A fire has started!
T_NOTIFICATION_BUILDING_GUARDTOWER_UNSUPPLIED,Provisions missing!
T_NOTIFICATION_BUILDING_GUARDTOWER_UNSUPPLIED_OLD,{INFLUENCE} cannot supply guard tower!
T_NOTIFICATION_BUILDING_MISSING_RESOURCE,{RESSOURCE} needed!
T_NOTIFICATION_BUILDING_NOWORKER,Worker needed!
T_NOTIFICATION_BUILDING_SMOLDERING,Smoldering building spotted!
T_NOTIFICATION_BUILDING_STOCK_FULL,Building stock full!
T_NOTIFICATION_GLOBAL_HAPPYNESSDOWN,The population is unhappy!
T_NOTIFICATION_GLOBAL_NEEDUNSATISFIED,{NEED} supplies are running low!
T_NOTIFICATION_GLOBAL_STOCK_FULL,All warehouses are full!
T_NOTIFICATION_UNIT_NOHOME,Some Townies have no home!
T_NOTIFICATION_UNIT_NOPATH,A Townie can't reach his destination!
T_OPTIONS_ACTIONBAR_TOGGLE,Show help bar
T_OPTIONS_BORDERLESS_WINDOW,Borderless window
T_OPTIONS_BORDERSCROLLING,Enable border scrolling
T_OPTIONS_CAMERASPEED,Camera speed
T_OPTIONS_CAMERASPEED_ZOOM,Camera zoom speed
T_OPTIONS_CLOUDSAVE_ENABLE,Enable cloudsave
T_OPTIONS_ENVIRONMENT_VOLUME,Environment
T_OPTIONS_FULLSCREEN,Fullscreen
T_OPTIONS_FULLSCREEN_EXCLUSIVE,Fullscreen exclusive
T_OPTIONS_GFX_WARNING,Set the quality of the graphics to a higher level at your own risk! Please lower the quality setting when you are experiencing graphical issues or crashes!
T_OPTIONS_HAPTICS_ENABLE,Vibration
T_OPTIONS_KEYBOARD_BINDING_BUILD_MENU,Build menu
T_OPTIONS_KEYBOARD_BINDING_CAMERA_DOWN,Camera down
T_OPTIONS_KEYBOARD_BINDING_CAMERA_LEFT,Camera left
T_OPTIONS_KEYBOARD_BINDING_CAMERA_RIGHT,Camera right
